Pro,label,Issue_KEY,Commit_SHA,Issue_Text,Commit_Text,Commit_Code
keras,0,10859,359e7627b46e850688c95cf6d1de48b77f9df901,"Some Code Refactoring Using `Transpose_Shape` In Tensorflow_Backend.Py. Part 2### Summary
Some Refactoring. 
### Related Issues

### Pr Overview

There Was A Bug In The Code In The `Channels_Last` Part:

`X += Reshape(Bias, (1, 1, 1, Bias_Shape[0]))`

The New Shape Should Be Of Size 5, Here It Is Only 4. My Refactoring Fixes This.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Some code refactoring using `transpose_shape` in tensorflow_backend.py. Part 2 (#10859)

### Summary
Some refactoring. 
### Related Issues

### PR Overview

There was a bug in the code in the `channels_last` part:

`x += reshape(bias, (1, 1, 1, bias_shape[0]))`

The new shape should be of size 5, here it is only 4. My refactoring fixes this.

- [ ] This PR requires new unit tests [y/n] (make sure tests are included)
- [ ] This PR requires to update the documentation [y/n] (make sure the docs are up-to-date)
- [x] This PR is backwards compatible [y/n]
- [ ] This PR changes the current API [y/n] (all API changes need to be approved by fchollet)","Some code refactoring using `transpose_shape` in tensorflow_backend.py. Part 2 (#10859)

### Summary
Some refactoring. 
### Related Issues

### PR Overview

There was a bug in the code in the `channels_last` part:

`x += reshape(bias, (1, 1, 1, bias_shape[0]))`

The new shape should be of size 5, here it is only 4. My refactoring fixes this.

- [ ] This PR requires new unit tests [y/n] (make sure tests are included)
- [ ] This PR requires to update the documentation [y/n] (make sure the docs are up-to-date)
- [x] This PR is backwards compatible [y/n]
- [ ] This PR changes the current API [y/n] (all API changes need to be approved by fchollet)"
keras,1,#11154,3184efd620840fb6032526df32a09185b7ae18e2,"Splitted The Convolutional Recurrent Tests.### Summary

This Will Allow For More Readable And Informative Tests. 150 Lines For A Test Function Is Too Much, Even More Because The Are Nested For Loops.

The Logic And Behavior Of The Tests Have Not Changed At All.

### Related Issues

### Pr Overview

The Git Diff Looks Awful Because Of Tabs, But The Big Piece Of Code Hasn'T Changed. It Just Has Less Tabs Than Before.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Splitted the convolutional recurrent tests. (#11154)

* Splitted the onvolutional recurrent tests.

* Added the keras_test","Splitted the convolutional recurrent tests. (#11154)

* Splitted the onvolutional recurrent tests.

* Added the keras_test"
keras,1,#12281,c0d1709cbae3d05efc6dd224230012bc120be8e5,"Added Markdown Formatting To Examples/Image_Ocr.Py<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->
### Summary
This Pr Adds Markdown Formatting To ```Examples/Image_Ocr.Py```.
Result:
![Image_Ocr1](Https://User-Images.Githubusercontent.Com/3424796/52852421-71Ccdd80-3110-11E9-829A-6B16334092Fb.Png)
![Image_Ocr2](Https://User-Images.Githubusercontent.Com/3424796/52852420-71Ccdd80-3110-11E9-82C1-8Dab3B01C1D5.Png)
### Related Issues
Https://Github.Com/Keras-Team/Keras/Issues/12219
### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Added MarkDown formatting to examples/image_ocr.py (#12281),Added MarkDown formatting to examples/image_ocr.py (#12281)
keras,1,#10242,a3664246de4bb8ef3232dd84ff47fc2694c69e58,"Handle `Mask` In `Timedistributed` Wrapper.This Pr Aims To Add Proper Support Of `Mask` In `Timedistributed` Wrapper Layer. Several Previous Prs Have Raised Questions About This Or Have Attempted To Solve It, But I Didn'T Find Any Perfect Solution So Far. I May Not Be Able To Have A Perfect One Either But Am Willing To Improve It. The Most Frequent Usage Of Such Layers With Masking Support Might Be A Hierarchical Rnn On A Sentence With Words With Characters, Or A Paragraph With Sentences With Words. (E.G., Models Like [This](Https://Github.Com/Keras-Team/Keras/Blob/Master/Examples/Mnist_Hierarchical_Rnn.Py)).

Here Are The Main Ideas/Purposes Of This Pr:

1) For Layers Like `Timedistributed(Embedding(..., Mask_Zero=True))` Or `Timedistributed(Masking(...))`, The Layer Should Call `Compute_Mask()` At Each Time Step And Stack Them.
2) For Layers Like `Timedistributed(Lstm(...))`, The `Input_Mask` Should Be Split And Fed Into The `Lstm` Layer At Each Time Step. And If The `Output_Shape` Changes (E.G., `Return_Sequences=False` In `Lstm`), The `Output_Mask` Of The `Timedistributed` Layer Should Also Change Correspondingly.
3) The `Timedistributed` Layer Should Support, E.G., `Input_Shape=(None, None)`. For Example, The Number Of Words In A Sentence And The Number Of Characters In A Word Can Be Different From Sample To Sample. Currently The `Timedistributed` Can Only Support One Unspecified Input Dimension.

Here Are Some Details Of This Pr To Discuss, Which Might Have Better Solutions:
1) `K.Int_Shape()` May Not Be Available For Some `Mask` With `Theano` Backend, Especially When The Inner Layer Is `Embedding` Or `Masking`. This Is Because `_Keras_Shape` Is Not Set In Lots Of Operations In `Theano_Backend` If The Tensor Shape Is Not Changed. I Manually Create The `_Keras_Shape` In `Compute_Mask` Of These Two Layers.
2) When `Input_Shape[0] Is Not None` In `Timedistributed` Layer, We Need To Use `K.Rnn()` To Dynamically Call The Inner Layer. Because `K.Rnn()` Can Only Take 1 Tensor Input But We Need To Feed Both `Input` And `Mask`, I Didn'T Do Anything In This Situation. Probably We Can Pass All `Mask` As Constants To `K.Rnn()` But I Was Expecting Better Solutions.
3) If There'S `None` From The Output Of `K.Int_Shape`, We Need To Replace It By The Output From `K.Shape`, So That `Reshape` Can Be Correctly Called.
","Handle `mask` in `TimeDistributed` wrapper. (#10242)

* equip TimeDistributed with mask and unspecified input length

* fix bugs in theano. add test on timedistributed + masking

* skip tests on cntk with multiple unspecified time lengths.

* move static shape inference to theano_backend, add docstring, etc.

* fix format","Handle `mask` in `TimeDistributed` wrapper. (#10242)

* equip TimeDistributed with mask and unspecified input length

* fix bugs in theano. add test on timedistributed + masking

* skip tests on cntk with multiple unspecified time lengths.

* move static shape inference to theano_backend, add docstring, etc.

* fix format"
keras,0,10698,d18c564548104c862892a1f73423e333f11f7ce2,"Enable Line Length (Pep8) Checking On A Per File Basis.### Summary
This Idea Came When I Saw The Pr #10551. I Don'T Thing Doing Giant Prs Are A Good Thing. With This Setup, We Can Do One Pr Per File And Progressively Enable Line Checking On A Per File Basis.

For Example, If I Do A Pr Enabling E501 In `Docs/Autogen.Py`, Then, I Would Have To Modify Only Two Files:
* `Docs/Autogen.Py` To Make The Lines Shorter.
* `Pytest.Ini` To Remove The Corresponding Line And Avoid Any Future Regression.

Errors Might Slip In Giant Prs, So Breaking It Down Might Be A Solution.
### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Refactoring: Simplified some if-else by creating a function similar to `to_list`. (#10679)

* Refactoring: Simplified some if-else by creating a function similar to `to_list`.

* Changed the name and the description of `first_or_list`.","Refactoring: Simplified some if-else by creating a function similar to `to_list`. (#10679)

* Refactoring: Simplified some if-else by creating a function similar to `to_list`.

* Changed the name and the description of `first_or_list`."
keras,0,10660,1ebdbe1416b8afdb31159d5f5e897d00999e183e,"Refactoring Of The `Layer_Test` Function Because Of Code Duplication.### Summary
I Wanted To Make Another Pr Involving Modifying The `Layer_Test` And I Quickly Noticed That I Had A Lot Of Modifications To Duplicate. This Pr Intends To Solve This Issue Of Duplicate Code.
### Related Issues

### Pr Overview

For The Structure Of This Function, First The Functional Api Is Tested, And Then The Sequential Api. So I Made A Function For Both And Moved The Statement `Expected_Output_Shape = Layer.Compute_Output_Shape(Input_Shape)` Up Since It Was Not Part Of The Sequential Api Tests Nor The Functional Api Tests.

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Travis CI: reduce hardcoding of Python 3 versions (#10705)

* Try testing on Python 3.7

* Try theano

* Update .travis.yml

* Don't pip install tensorflow

* Travis CI: reduce hardcoding of Python 3 versions

Python 2.7 needs __pil__ but _all other_ currently supported versions of Python need __Pillow__ instead.","Travis CI: reduce hardcoding of Python 3 versions (#10705)

* Try testing on Python 3.7

* Try theano

* Update .travis.yml

* Don't pip install tensorflow

* Travis CI: reduce hardcoding of Python 3 versions

Python 2.7 needs __pil__ but _all other_ currently supported versions of Python need __Pillow__ instead."
keras,1,#12546,ad578c4c19444af9d1f0e0d51a8283eb0db1a264,"Revise `In_Top_K` For Cntk### Summary

This Pr Revises `In_Top_K` For Cntk. Currently, The `C.Classification_Error` Supports Only One Sample, Not Batch. Thus, This Pr Concatenates Each Result Of Each Sample.","Revise `in_top_k` for CNTK (#12546)

* Revise `in_top_k` for CNTK

* Add exceptions for CNTK","Revise `in_top_k` for CNTK (#12546)

* Revise `in_top_k` for CNTK

* Add exceptions for CNTK"
keras,1,#12009,5c934bd646b0781eaf03e5b533ad2b6bfda401d5,"Reduce Tests Duration### Summary

Reduce Overall Tests Duration By:

- Stop Writing Images And Gradients For Each Call To Tensorboard

Improvements (Test Duration Only):

- Py27, Tf: 448S -> 429S
- Py36, Tf: 446S -> 425S

I'M Still Looking Around For Improvements But Thought We Could Merge It Along The Way. Most Of The Time Wasted In Ci Is Fetching Miniconda And Installing Packages.

### Pr Overview

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Reduce tests duration (#12009)

* writing images and grad on first training with TensorBoard only

* update coverage value","Reduce tests duration (#12009)

* writing images and grad on first training with TensorBoard only

* update coverage value"
keras,0,10986,1ef28433ba6899c31f1cc3133edc1bf1def0bd35,"Added A If-Else Which Was Forgotten In The Tests.### Summary

From Reading The Tests Code, I Noticed An Unused Variable. I Think A If-Else Was Supposed To Be There.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Fix line too long in mnist_acgan (#11040),Fix line too long in mnist_acgan (#11040)
keras,0,12536,78e1f57c484da15466a34ed543a1cc4709617a2f,"Add `Cumprod` For Cntk### Summary

This Pr Adds `Cumprod` For Cntk.",Revise `reverse` for Theano and Enable the tests for CNTK (#12540),Revise `reverse` for Theano and Enable the tests for CNTK (#12540)
keras,1,#9775,e2a10a5e6e156a45e946c4d08db7133f997c1f9a,"Fix Ctc_Batch_Cost() Error When Batch_Size = 1Fix [Issue #7049](Https://Github.Com/Keras-Team/Keras/Issues/7049):
When Batch Size Is 1, 
```
Label_Length = Tf.To_Int32(Tf.Squeeze(Label_Length))
Input_Length = Tf.To_Int32(Tf.Squeeze(Input_Length))
```
Squeeze Out All Axes So That `Label_Length` And `Input_Length` Become Tensors With Shape (). The Functions Will Crush Because Of The Shape Error. Hence, Just Squeezing The Last Axis To Keep The Tensors With Shape (Samples, ).","Fix ctc_batch_cost() error when batch_size = 1 (#9775)

* Fix ctc_batch_cost() error when batch_size = 1

* Use axis=-1 for the sake of semantics

* Add a test case with batch_size=1 in test_ctc()

* Remove trivial print","Fix ctc_batch_cost() error when batch_size = 1 (#9775)

* Fix ctc_batch_cost() error when batch_size = 1

* Use axis=-1 for the sake of semantics

* Add a test case with batch_size=1 in test_ctc()

* Remove trivial print"
keras,1,#11566,7c90c378d428ee80dd85d9a2bf404458e2672c2f,"Fixed Typo In Training_Utils.Py### Summary
The Error Message Didn'T Have A Space Between Words, So It Looked Like ""We Expect Thetensors To Have A Static Batch Size."" 
With This Change We Add A Space Between ""The"" And ""Tensors""
### Related Issues
N/A
### Pr Overview
- [N ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Fixed typo in training_utils.py (#11566)

The error message didn't have a space between words, so it looked like ""we expect thetensors to have a static batch size."" 
With this change we add a space between ""the"" and ""tensors""","Fixed typo in training_utils.py (#11566)

The error message didn't have a space between words, so it looked like ""we expect thetensors to have a static batch size."" 
With this change we add a space between ""the"" and ""tensors"""
keras,1,#11226,33902e53eb7312fbf2f17b7b700bdb7683441a24,"Refactor Keras/Engine/Training.Py And Keras/Engine/Training_Arrays.PyMake Fit_Loop Function Easy Read And Understand.

### Summary

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [ ] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Refactor keras/engine/training.py and keras/engine/training_arrays.py (#11226)

Make fit_loop function easy to read and understand.","Refactor keras/engine/training.py and keras/engine/training_arrays.py (#11226)

Make fit_loop function easy to read and understand."
keras,0,11182,c4b8049ce41a34d9b1133795d34fb8fa439939c0,"Removed Completely The Keras_Test Decorator.### Summary

We Already Have A Test Wrapper In A `Conftest.Py` So We Don'T Need That Decorator Anymore.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","refactor lagacy/interfaces (#11219)

if -> elif","refactor lagacy/interfaces (#11219)

if -> elif"
keras,1,#12552,766e5f7a6e95d46ba9530c470dc19468a20bd711,"Use Keras Backend For Identity Initializer<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary
- Use Keras Backend For `Identity` Initializer
- Fix Unused Dtype Argument

See Original Pr #12438 
### Related Issues

### Pr Overview

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Use keras backend for identify initializer (#12552),Use keras backend for identify initializer (#12552)
keras,1,#11202,630a3a877c3c96ce39be7b0611570466c8c9f447,"Use All Top Max_Num_Words Words For The Embedding Matrix.### Summary
Because The First Index Returned From Keras' Tokenizer Is 1. Hence, The Current Code Will Discard The Last Word, Ie. Index=20000.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Use all top MAX_NUM_WORDS words for the embedding matrix. (#11202)

Because the first index returned from Keras' tokenizer is 1. Hence, the current condition will discard the last word, ie. index=20000.","Use all top MAX_NUM_WORDS words for the embedding matrix. (#11202)

Because the first index returned from Keras' tokenizer is 1. Hence, the current condition will discard the last word, ie. index=20000."
keras,1,#12228,3e6db0e99ef56b23b3977b5969413d0b636a6fad,"Moved All The Documentation Tests In A Common Subdirectory.<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary

All Tests Related To The Docs Should Be Put Together To Be Run Together.

### Related Issues

### Pr Overview

I Moved All Docs Related Tests Into `Tests/Docs` To Easily Execute Them Or Exclude Them.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Moved the documentation tests in a subdirectory. (#12228),Moved the documentation tests in a subdirectory. (#12228)
keras,1,#10526,454be50414967002197cc40be9d968a16a07f6b9,"Removed Unnecessary Newline In DocsIt Was Causing A Non-Uniform Display In Chrome.
![Doc](Https://User-Images.Githubusercontent.Com/33203398/41852360-7928Fc6A-78A8-11E8-95Cb-2Bf2E8189Cad.Jpg)
`Model.Outputs` And `Model.Summary()` Lines Appear In Larger Font Size.
",Removed unnecessary newline (#10526),Removed unnecessary newline (#10526)
keras,0,11398,885ba629acba8128fd40b0af92c960b99ac5b827,"Splitting The Test_Model_Method Which Had More Than 400 Loc.### Summary

Test Functions Should Be Small And Target As Few Functionalities As Possible. This `Test_Model_Method` Is Very Big And Makes It Hard To Find Out How To Work With It Or Add New Test. 

### Related Issues

### Pr Overview

`Test_Model_Methods` Became `Test_Model_Methods`, `Test_Fit_Generator` And `Test_Fit_Generator_Shape` With Two Helper Functions, `Get_Model` And `Trackercallback`.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Activated disabled tests in the backend tests. (#11389),Activated disabled tests in the backend tests. (#11389)
keras,1,#11640,8b59e31d2b1d854a1eae585db7bd1582ef95c978,"Fix The Timeout Error On Travis### Summary

This Pr Tries To Fix The Timeout Error On Travis Based On The Lessons Learned In #10929.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [ ] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Fix the timeout error on Travis (#11640),Fix the timeout error on Travis (#11640)
keras,1,#10865,8f4e4f2a0b543f3d74327cb04113f65cd5d11c62,"Refactoring Of The Cropping Layers.### Summary

The Computing Of The Output Shape For Cropping Layers Can Be Done In A Single Function.
Maybe We Could Use Subclassing Later On?

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Refactoring of the cropping layers. (#10865)

### Summary

The computing of the output shape for cropping layers can be done in a single function.
Maybe we could use subclassing later on?

### Related Issues

### PR Overview

- [ ] This PR requires new unit tests [y/n] (make sure tests are included)
- [ ] This PR requires to update the documentation [y/n] (make sure the docs are up-to-date)
- [x] This PR is backwards compatible [y/n]
- [ ] This PR changes the current API [y/n] (all API changes need to be approved by fchollet)","Refactoring of the cropping layers. (#10865)

### Summary

The computing of the output shape for cropping layers can be done in a single function.
Maybe we could use subclassing later on?

### Related Issues

### PR Overview

- [ ] This PR requires new unit tests [y/n] (make sure tests are included)
- [ ] This PR requires to update the documentation [y/n] (make sure the docs are up-to-date)
- [x] This PR is backwards compatible [y/n]
- [ ] This PR changes the current API [y/n] (all API changes need to be approved by fchollet)"
keras,0,9537,5e797436c3defd2d863ac1ffab11c48dbd42588e,"Cleanup Fit_Genenerator For ValidationThis Will Achieve 2 Things
* The Code Is Cleaner
* Gives The Responsibility Of The Validation Data To Evaluate_Generator. 

The Previous Impl. Was Weird. We Kept The Generator Open Between Epoch But It Makes No Sense Since On_Epoch_End Should Never Be Called On The Validation Data. Also, If Someone Wanted To Do Evaluation On A Subset Of The Validation Data, It Wouldn'T Work So The Val_Loss Wouldn'T Be Computed On The Same Datas Between Epochs.

Thanks To Https://Github.Com/Keras-Team/Keras/Issues/9506#Issuecomment-369692816",Clean up conv backend tests (#9478),Clean up conv backend tests (#9478)
keras,0,9601,1c9a49781da2101507db23e2014e4e5d16bd2e52,Lambda Test Speed Up ,Fix `pool3d` padding of Theano (#9578),Fix `pool3d` padding of Theano (#9578)
keras,0,11133,3184efd620840fb6032526df32a09185b7ae18e2,"[Relnotes] Modify Sequential Config To Include Model Name (Breaking Change)Matches Tf.Keras Behavior As Of Tf 1.11.0.

","Splitted the convolutional recurrent tests. (#11154)

* Splitted the onvolutional recurrent tests.

* Added the keras_test","Splitted the convolutional recurrent tests. (#11154)

* Splitted the onvolutional recurrent tests.

* Added the keras_test"
keras,1,#10130,08c873669f39b37743014db99fcd2d308f8ea5ea,"Refactor ImagedatageneratorThis Pr Refactorizes Imagedatagenerator So That The Random Parameters Of A Transformation Are Generated Separately From Applying The Transformation. The Generation Of The Parameters Happens In `Get_Random_Transform()` Function Which Outputs A Dictionary Of Transformation Parameters Randomly Chosen. The Transform Can Then Be Applied In A New `Apply_Transform()` Function.

My Aim Is To Eventually Enable More Generalized Usage For Imagedatagenerator; For Example, Transformation Of Segmentation Coordinates In An Image Segmentation Problem Along With The Image Itself. Since This Is Going To Be Quite A Big Upgrade, I'M Doing It In Smaller Steps At A Time To Be Sure Not To Break Anything Too Horribly. This Refactorization Is The First Step.

Some Design Choices I Have Made Here:

* Representing A Transformation As A Dictionary Of Transformation Parameters And Values Corresponding To Each Of Them. Other Choice Would Be Just A List Or Tuple Of The Values, But I Think This Way Is More Generalizable In The Future If We Want E.G. Custom Transformation Functions (For Image Segmentation Coordinates)

* Keeping All The Old Functions (`Random_Transform()` For Instance) Even Though They Are Not Strictly Needed. This Is Not To Break Any Existing Functionality Anywhere Else. Now The Old Functions Just Call The New Functions.

To Elaborate On My Future Vision On The Imagedatagenerator: My Plan Is That Eventually It Would Be Able To Process A List Of Inputs And A List Of Outputs, Some Of Which Might Be Images And Some Which Might Be Something Else. It Would Also Take, As A Constructor Parameter, A List Of Transformations That Need To Applied To Each Of The Inputs And Outputs. The Manner In Which A Given Transformation Acts On A Given Type Of Input Is Specified By Giving Separate Set Of Transformation Functions For Each Input/Output. Some Of Them Can Be In-Build (E.G. What We Have Now) Or User Defined.

Please Comment On My Plans Now So That I Don'T Waste My Time If These Changes Are Not Desired Or Someone Else Is Already Working On A Completely Different Plan.","Refactor ImageDataGenerator (#10130)

* Create get_random_transform and refactor

* Fix style and add tests

* Add more tests

* Fix documentation error

* Fix documentation style issue

* add apply_affine_transform

* document transformation dictionary

* Doc style fix","Refactor ImageDataGenerator (#10130)

* Create get_random_transform and refactor

* Fix style and add tests

* Add more tests

* Fix documentation error

* Fix documentation style issue

* add apply_affine_transform

* document transformation dictionary

* Doc style fix"
keras,1,#9542,ca27e445a15fba61401b2ee23765349515d3f28d,"Small Terminology Change In An Lstm ExampleChanged ""Invert The Input"" To ""Reverse The Input""

""Invert"" Is Misleading, Since It'S Not Clear What ""Inverting"" An Input Means.  ""Reverse"" Is Clearly Defined For A Sequence.  The Terminology From The [Second Paper Cited In The Comments Of The Code](Http://Papers.Nips.Cc/Paper/5346-Sequence-To-Sequence-Learning-With-Neural-Networks.Pdf) (Cited By The First), Is ""Reverse"". ","Changed ""invert the input"" to ""reverse the input"" (#9542)

""Invert"" is misleading, since it's not clear what ""inverting"" an input means.  ""Reverse"" is clearly defined for a sequence.  The terminology from the second cited paper (cited by the first), is ""reverse"".","Changed ""invert the input"" to ""reverse the input"" (#9542)

""Invert"" is misleading, since it's not clear what ""inverting"" an input means.  ""Reverse"" is clearly defined for a sequence.  The terminology from the second cited paper (cited by the first), is ""reverse""."
keras,0,11988,3821c77da30e420fb78231d306b18dbfa1131fb7,"Update Docs For Resnet Variants### Summary

This Pr Updates Docs For Resnet Variants.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [ ] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",[P] Make the file closing styles consistent (#12000),[P] Make the file closing styles consistent (#12000)
keras,1,#10271,5a48df22f0d9dd5b365ed5afc9923424d2e8c2c9,"Make Dot Documentation Inline With Concatenate> E.G. If Applied To Two Tensors `A` And `B` Of Shape `(Batch_Size, N)`,

The Old Text Suggest To Me And Fellow Students 2 Arguments Instead Of 1 List Argument Containing 2 Tensors

So Make It Explicit Adding `List Of ` Similar As `Concatenate` Does.

> E.G. If Applied To List Of Two Tensors `A` And `B` Of Shape `(Batch_Size, N)`,","Make Dot documentation inline with Concatenate (#10271)

Doc expects a list containing 2 tensors.","Make Dot documentation inline with Concatenate (#10271)

Doc expects a list containing 2 tensors."
keras,1,#10888,23c40e68de2cffa77c92ae48cca1f81913756d2a,"Refactoring: Made An Abstract Class For All The Cropping Layers.### Summary

Following Up On @Dref360 'S Comment In #10865.
It Allows Us To Regroup The Methods Of Those Classes. Now `Cropping1D`, `Cropping2D` And `Cropping3D` Only Implement The `__Init__()` Method.

### Related Issues

### Pr Overview

Things To Note:

- Now The `Cropping1D` Layer Will Get An `Data_Format` Attribute. This Attribute Will Always Have The Value `'Channels_Last'`. Maybe This Can Be Considered As An Api Change.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [X] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Refactoring: Made an abstract class for all the cropping layers. (#10888)

* Made an abstract class for all the cropping layers.

* Added the rank in the config of _Cropping.

* Made self.cropping be a tuple of tuple in all cases (1d, 2d and 3d).

* Removed the rank argument in _Cropping, allowing to remove the
overwrides of get_config.","Refactoring: Made an abstract class for all the cropping layers. (#10888)

* Made an abstract class for all the cropping layers.

* Added the rank in the config of _Cropping.

* Made self.cropping be a tuple of tuple in all cases (1d, 2d and 3d).

* Removed the rank argument in _Cropping, allowing to remove the
overwrides of get_config."
